Id,Label,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
Fancy Font Birthday Card,Fancy Font Birthday Card,Product,676,95583,4,0.558628,0.621578,0.000461,0.036337,0.036337,0.000879,0,6,362,0.554324,126469,0.614312
Egg Cup Henrietta Hen Cream,Egg Cup Henrietta Hen Cream,Product,56,6265,5,0.463866,0.482374,0.000006,0.003977,0.003977,0.000123,0,16,828,0.897403,1382,0.06729
Set 3 Retrospot Tea/Coffee/Sugar,Set 3 Retrospot Tea/Coffee/Sugar,Product,490,57432,4,0.533907,0.584037,0.000216,0.026275,0.026275,0.000558,0,7,719,0.588657,70524,0.445051
Number Tile Vintage Font 6,Number Tile Vintage Font 6,Product,10,659,6,0.309134,0.316532,0,0.000001,0.000001,0.000293,0,12,102,1,45,0.000205
Jazz Hearts Purse Notebook,Jazz Hearts Purse Notebook,Product,441,45093,4,0.52989,0.575051,0.00181,0.022326,0.022326,0.000619,0,14,881,0.514485,49689,0.380189
Large White Honeycomb Paper Bell,Large White Honeycomb Paper Bell,Product,153,11195,4,0.48939,0.512791,0.000011,0.010723,0.010723,0.000156,0,16,383,0.870399,10121,0.181596
Skulls Design Cotton Tote Bag,Skulls Design Cotton Tote Bag,Product,21,1247,4,0.429537,0.449891,0,0.001208,0.001208,0.000069,0,14,325,0.980952,206,0.020562
Vintage Red Enamel Trim Jug,Vintage Red Enamel Trim Jug,Product,25,2160,5,0.455356,0.47163,0.000001,0.001441,0.001441,0.000082,0,7,254,0.803333,241,0.024552
Party Time Design Flannel,Party Time Design Flannel,Product,1,62,1,1,1,0,0,0,0.000379,8,19,114,0,0,0.000018
Doormat Keep Calm And Come In,Doormat Keep Calm And Come In,Product,586,69943,4,0.546446,0.603447,0.000634,0.032823,0.032823,0.000707,0,5,199,0.605647,103811,0.554461
Black Tea Coffee Sugar Jars,Black Tea Coffee Sugar Jars,Product,4,431,5,0.405793,0.425435,0,0.000154,0.000154,0.000072,0,14,345,0.5,3,0.002684
Baking Mould Easter Egg White Choc,Baking Mould Easter Egg White Choc,Product,123,9938,5,0.472444,0.497499,0.000023,0.006599,0.006599,0.000154,0,7,656,0.701186,5261,0.112311
Abstract Circle Journal,Abstract Circle Journal,Product,10,563,5,0.456312,0.470306,0,0.00075,0.00075,0.000062,0,14,195,0.955556,43,0.012915
Flying Pig Watering Can,Flying Pig Watering Can,Product,5,313,5,0.411041,0.43098,0,0.000226,0.000226,0.00006,0,7,15,0.8,8,0.003878
Jingle Bell Heart Antique Gold,Jingle Bell Heart Antique Gold,Product,107,8662,4,0.478868,0.499552,0.000003,0.006603,0.006603,0.000132,0,16,557,0.866867,4916,0.111775
Memo Board Cottage Design,Memo Board Cottage Design,Product,450,47756,4,0.529137,0.576042,0.000182,0.025361,0.025361,0.000467,0,7,148,0.636229,64275,0.429459
Jumbo Bag Scandinavian Blue Paisley,Jumbo Bag Scandinavian Blue Paisley,Product,831,171750,4,0.581178,0.652948,0.000852,0.041644,0.041644,0.001506,0,21,346,0.477509,164676,0.704746
Set 6 Paper Table Lantern Stars,Set 6 Paper Table Lantern Stars,Product,418,42280,4,0.521826,0.567792,0.000068,0.025461,0.025461,0.000406,0,16,800,0.725666,63244,0.429932
Please One Person Metal Sign,Please One Person Metal Sign,Product,887,148799,4,0.58866,0.663501,0.002944,0.041951,0.041951,0.001456,0,5,24,0.428932,168165,0.711632
Retrospot Candle Small,Retrospot Candle Small,Product,55,4175,5,0.463701,0.481862,0.000046,0.001544,0.001544,0.000132,0,14,457,0.541414,804,0.027008
Summer Fun Design Shower Cap,Summer Fun Design Shower Cap,Product,37,3622,5,0.405856,0.429784,0.000002,0.000525,0.000525,0.000133,0,14,322,0.906907,604,0.009631
4 Wildflower Botanical Candles,4 Wildflower Botanical Candles,Product,100,6881,4,0.481879,0.500863,0.000009,0.005109,0.005109,0.000137,0,14,100,0.745051,3688,0.087718
Decoupage Greeting Card,Decoupage Greeting Card,Product,29,2093,4,0.457755,0.473778,0,0.001857,0.001857,0.000074,0,7,791,0.977833,397,0.031429
Wooden Rounders Garden Set,Wooden Rounders Garden Set,Product,159,12579,4,0.490957,0.514422,0.000026,0.011357,0.011357,0.00018,0,7,862,0.881618,11074,0.192417
Danish Rose Round Sewing Box,Danish Rose Round Sewing Box,Product,62,5368,5,0.456312,0.477162,0.000247,0.001222,0.001222,0.00022,0,14,345,0.349551,661,0.021854
Hanging Heart Jar T-Light Holder,Hanging Heart Jar T-Light Holder,Product,1141,198573,4,0.626442,0.713322,0.004889,0.048431,0.048431,0.001997,0,5,0,0.334896,217806,0.822687
Red Retrospot Cake Stand,Red Retrospot Cake Stand,Product,426,43442,4,0.525933,0.571118,0.000555,0.025423,0.025423,0.000471,0,7,433,0.696658,63065,0.429903
Red Drawer Knob Acrylic Edwardian,Red Drawer Knob Acrylic Edwardian,Product,130,18410,5,0.486921,0.508308,0.000006,0.008949,0.008949,0.00021,0,5,762,0.859988,7211,0.151843
Knitted Union Flag Hot Water Bottle,Knitted Union Flag Hot Water Bottle,Product,580,75196,4,0.547594,0.603287,0.000304,0.03266,0.03266,0.000717,0,16,649,0.616193,103465,0.551763
Union Jack Flag Luggage Tag,Union Jack Flag Luggage Tag,Product,192,15228,5,0.497044,0.523049,0.000541,0.012807,0.012807,0.000215,0,21,735,0.821553,15064,0.216813
Lunch Bag Spaceboy Design,Lunch Bag Spaceboy Design,Product,1207,306818,4,0.63623,0.725601,0.003013,0.051663,0.051663,0.002665,0,21,219,0.337279,245072,0.878071
Make Your Own Flowerpower Card Kit,Make Your Own Flowerpower Card Kit,Product,274,23076,4,0.506413,0.539588,0.000135,0.017276,0.017276,0.000268,0,11,71,0.746665,27926,0.292485
Piece Of Camo Stationery Set,Piece Of Camo Stationery Set,Product,61,7132,5,0.463042,0.482387,0.000023,0.002337,0.002337,0.000151,0,14,243,0.587432,1075,0.04023
Hand Warmer Owl Design,Hand Warmer Owl Design,Product,945,163654,4,0.594434,0.673926,0.001544,0.045314,0.045314,0.001481,0,16,462,0.43573,194353,0.766552
Glass Cloche Large,Glass Cloche Large,Product,1,68,6,0.317689,0.323037,0,0.000005,0.000005,0.000059,0,21,825,0,0,0.000102
Charlotte Bag Dolly Girl Design,Charlotte Bag Dolly Girl Design,Product,750,149415,4,0.567385,0.635649,0.000609,0.03896,0.03896,0.001291,0,7,144,0.517508,145355,0.658982
Dairy Maid Large Milk Jug,Dairy Maid Large Milk Jug,Product,14,960,5,0.455117,0.470139,0.000014,0.000824,0.000824,0.000089,0,7,782,0.714286,65,0.014213
Magic Drawing Slate Bunnies,Magic Drawing Slate Bunnies,Product,192,20065,4,0.494967,0.521681,0.00002,0.01166,0.01166,0.000233,0,11,227,0.71755,13157,0.19752
Card Psychedelic Apples,Card Psychedelic Apples,Product,894,108750,4,0.589193,0.664908,0.001581,0.042787,0.042787,0.001091,0,14,294,0.435407,173802,0.724982
Vintage Billboard Drink Me Mug,Vintage Billboard Drink Me Mug,Product,131,10722,5,0.488198,0.509139,0.000029,0.008825,0.008825,0.00016,0,5,885,0.821726,6997,0.149828
Childs Breakfast Set Spaceboy,Childs Breakfast Set Spaceboy,Product,109,9331,5,0.470143,0.494014,0.000001,0.007433,0.007433,0.000135,0,7,58,0.916922,5397,0.125928
Folding Butterfly Mirror Red,Folding Butterfly Mirror Red,Product,254,40609,4,0.494591,0.529643,0.000054,0.014652,0.014652,0.000391,0,7,223,0.712987,22909,0.247994
Psychedelic Tile Hook,Psychedelic Tile Hook,Product,2,112,5,0.34599,0.356792,0,0.000046,0.000046,0.000058,0,14,825,0,0,0.000799
Biscuits Small Bowl Light Blue,Biscuits Small Bowl Light Blue,Product,314,29113,4,0.51279,0.548894,0.000579,0.013075,0.013075,0.000444,0,14,474,0.486946,23929,0.225549
Crystal Stud Earrings Assorted Col,Crystal Stud Earrings Assorted Col,Product,36,2921,5,0.424361,0.446892,0.000001,0.001325,0.001325,0.000095,0,16,685,0.836508,527,0.022701
Set 40 Heart Shape Petit Four Cases,Set 40 Heart Shape Petit Four Cases,Product,331,57842,4,0.51018,0.549341,0.000072,0.01947,0.01947,0.000527,0,7,479,0.690872,37732,0.329486
Pink Polkadot Cup,Pink Polkadot Cup,Product,445,74949,4,0.52721,0.574252,0.000219,0.024001,0.024001,0.000689,0,7,880,0.60577,59844,0.406706
Ass Floral Print Spirit Level,Ass Floral Print Spirit Level,Product,1,93,5,0.34177,0.351094,0,0.000027,0.000027,0.000058,0,14,218,0,0,0.000476
Vintage Pink Decorative Parasol,Vintage Pink Decorative Parasol,Product,5,338,5,0.38301,0.401592,0,0.000172,0.000172,0.000062,0,14,775,1,10,0.003016
Small Hanging Ivory/Red Wood Bird,Small Hanging Ivory/Red Wood Bird,Product,689,74485,4,0.562487,0.625288,0.000365,0.036781,0.036781,0.000719,0,16,39,0.557971,132248,0.621992
Skulls Greeting Card,Skulls Greeting Card,Product,252,25810,4,0.50241,0.53428,0.000028,0.015175,0.015175,0.000275,0,6,830,0.735123,23249,0.257098
Decoration White Chick Magic Garden,Decoration White Chick Magic Garden,Product,288,27136,5,0.508587,0.543067,0.000284,0.011054,0.011054,0.000402,0,14,748,0.497919,20578,0.191399
Etched Glass Coaster,Etched Glass Coaster,Product,54,3756,4,0.473216,0.488648,0.000002,0.003438,0.003438,0.000093,0,5,68,0.761705,1090,0.058546
Cream Cupid Hearts Coat Hanger,Cream Cupid Hearts Coat Hanger,Product,335,43580,4,0.512589,0.551196,0.000069,0.019268,0.019268,0.000427,0,7,546,0.676271,37834,0.326236
Colouring Pencils Brown Tube,Colouring Pencils Brown Tube,Product,896,107966,4,0.590528,0.665579,0.009198,0.036516,0.036516,0.001545,0,14,331,0.337508,135025,0.624519
Snowflake Portable Table Light,Snowflake Portable Table Light,Product,233,17406,4,0.501443,0.530922,0.000003,0.015598,0.015598,0.000202,0,16,13,0.92234,24929,0.263529
Lavender Toilette Bottle,Lavender Toilette Bottle,Product,73,4962,4,0.46644,0.486122,0.000005,0.003713,0.003713,0.000105,0,16,119,0.771309,2027,0.063038
Christmas Decoupage Candle,Christmas Decoupage Candle,Product,117,14538,5,0.479132,0.501254,0.000033,0.004587,0.004587,0.000225,0,16,18,0.557029,3780,0.078632
Jumbo Bag 50'S Christmas,Jumbo Bag 50'S Christmas,Product,978,207461,4,0.599632,0.680577,0.001445,0.04605,0.04605,0.001838,0,16,660,0.417818,199614,0.779473
White Square Table Clock,White Square Table Clock,Product,3,158,5,0.340076,0.349533,0.000748,0.000061,0.000061,0.000144,0,16,274,0.333333,1,0.001056
Mini Jigsaw Dolly Girl,Mini Jigsaw Dolly Girl,Product,414,59114,4,0.523188,0.567888,0.000253,0.022616,0.022616,0.000578,0,11,505,0.594226,50801,0.383023
Wrap Magic Forest,Wrap Magic Forest,Product,89,8270,4,0.474595,0.494276,0.000005,0.004764,0.004764,0.000129,0,6,481,0.743616,2912,0.080898
Retrospot Childrens Apron,Retrospot Childrens Apron,Product,550,76591,4,0.54145,0.595996,0.000452,0.030254,0.030254,0.000717,0,7,192,0.593635,89624,0.511758
Toilet Sign Occupied Or Vacant,Toilet Sign Occupied Or Vacant,Product,738,85647,4,0.566768,0.633762,0.000501,0.03862,0.03862,0.000806,0,5,98,0.525602,142939,0.653034
White Bamboo Ribs Lampshade,White Bamboo Ribs Lampshade,Product,111,9589,4,0.483488,0.50339,0.000039,0.005399,0.005399,0.000164,0,5,908,0.622113,3798,0.092199
Red Tea Towel Classic Design,Red Tea Towel Classic Design,Product,95,9882,4,0.475895,0.495619,0.000004,0.005552,0.005552,0.000141,0,7,720,0.854199,3814,0.094233
Peg Bag Apples Design,Peg Bag Apples Design,Product,307,29893,4,0.508091,0.54496,0.000267,0.017816,0.017816,0.000335,0,7,359,0.66392,31185,0.302111
Clear Stationery Box Set,Clear Stationery Box Set,Product,2,114,5,0.378834,0.396636,0,0.000122,0.000122,0.000058,0,7,831,1,1,0.002059
Gardeners Kneeling Pad Keep Calm,Gardeners Kneeling Pad Keep Calm,Product,1220,217820,4,0.636541,0.727648,0.005656,0.051541,0.051541,0.002123,0,16,161,0.327488,243517,0.874665
Scandinavian Paisley Picnic Bag,Scandinavian Paisley Picnic Bag,Product,625,75264,4,0.552236,0.611601,0.001101,0.033482,0.033482,0.00075,0,21,124,0.556385,108495,0.567028
Pink Love Heart Shape Cup,Pink Love Heart Shape Cup,Product,141,11971,4,0.487012,0.509593,0.000004,0.010113,0.010113,0.000159,0,7,850,0.881864,8704,0.171514
Skull Shoulder Bag,Skull Shoulder Bag,Product,1096,145152,4,0.619149,0.704464,0.004106,0.046395,0.046395,0.001538,0,14,877,0.340489,204314,0.78889
Set 4 Picnic Cutlery Fondant,Set 4 Picnic Cutlery Fondant,Product,1,65,2,0.666667,0.75,0,0,0,0.000318,11,20,832,0,0,0.000018
Blue Party Bags,Blue Party Bags,Product,69,9120,4,0.465773,0.485514,0.000003,0.004022,0.004022,0.000138,0,7,749,0.747229,1753,0.068414
Set Of 3 Hanging Owls Ollie Beak,Set Of 3 Hanging Owls Ollie Beak,Product,581,72913,4,0.545873,0.602456,0.000238,0.032941,0.032941,0.000668,0,7,603,0.624452,105214,0.55643
Zinc Hearts Plant Pot Holder,Zinc Hearts Plant Pot Holder,Product,2,139,5,0.352162,0.364774,0,0.000055,0.000055,0.000067,0,5,102,0,0,0.000936
Watering Can Pink Bunny,Watering Can Pink Bunny,Product,374,40609,4,0.517166,0.559286,0.000102,0.021653,0.021653,0.000404,0,7,801,0.681969,47568,0.36659
Mini Zinc Garden Decorations,Mini Zinc Garden Decorations,Product,23,7352,5,0.429042,0.449738,0.000001,0.000524,0.000524,0.000164,0,14,430,0.964427,244,0.009276
Clothes Pegs Retrospot Pack 24,Clothes Pegs Retrospot Pack 24,Product,1217,221563,4,0.63732,0.727616,0.003795,0.051385,0.051385,0.002064,0,7,275,0.327431,242278,0.872383
Retrospot Large Milk Jug,Retrospot Large Milk Jug,Product,147,15549,4,0.487012,0.510265,0.000017,0.009397,0.009397,0.000203,0,7,324,0.803746,8625,0.159448
Glass Jar Daisy Fresh Cotton Wool,Glass Jar Daisy Fresh Cotton Wool,Product,284,23630,4,0.509681,0.543042,0.0001,0.018921,0.018921,0.000283,0,7,354,0.801498,32209,0.320276
Black And White Dog Bowl,Black And White Dog Bowl,Product,72,9327,5,0.449465,0.473037,0.000044,0.001474,0.001474,0.000238,0,14,457,0.538341,1376,0.026368
Clear Drawer Knob Acrylic Edwardian,Clear Drawer Knob Acrylic Edwardian,Product,752,97566,4,0.570116,0.637024,0.000631,0.038815,0.038815,0.000924,0,5,904,0.514223,144818,0.657917
Greeting Card Square Doughnuts,Greeting Card Square Doughnuts,Product,10,661,5,0.44147,0.458423,0,0.000631,0.000631,0.000062,0,7,859,1,45,0.010675
Sweetheart Wire Magazine Rack,Sweetheart Wire Magazine Rack,Product,13,844,5,0.454879,0.469359,0,0.000971,0.000971,0.000065,0,5,757,1,78,0.016617
3d Sheet Of Dog Stickers,3d Sheet Of Dog Stickers,Product,109,6890,4,0.485922,0.504733,0.000034,0.007744,0.007744,0.000144,0,14,541,0.858478,5053,0.131511
Wrap Poppies Design,Wrap Poppies Design,Product,404,63690,4,0.520575,0.56533,0.000597,0.021786,0.021786,0.000634,0,6,647,0.60837,49525,0.368915
Charlie Lola Blue Hot Water Bottle,Charlie Lola Blue Hot Water Bottle,Product,266,20192,4,0.509482,0.540579,0.000006,0.018818,0.018818,0.000225,0,14,694,0.924018,32567,0.317939
Embroidered Ribbon Reel Rachel,Embroidered Ribbon Reel Rachel,Product,64,7067,5,0.439757,0.464371,0.000031,0.002727,0.002727,0.000153,0,16,610,0.794643,1602,0.046368
Wooden Advent Calendar Red,Wooden Advent Calendar Red,Product,90,6887,5,0.478692,0.497307,0.000001,0.006191,0.006191,0.000114,0,16,491,0.882896,3536,0.104952
T-Light Holder Silver Heart Handle,T-Light Holder Silver Heart Handle,Product,3,155,5,0.421002,0.439908,0,0.000276,0.000276,0.000058,0,5,619,1,3,0.004715
Pearlised Ivory Heart Large,Pearlised Ivory Heart Large,Product,20,2449,5,0.394132,0.416034,0.000749,0.000316,0.000316,0.000155,0,16,610,0.847368,161,0.005601
English Rose Hot Water Bottle,English Rose Hot Water Bottle,Product,473,46829,4,0.532271,0.580871,0.000143,0.027693,0.027693,0.000455,0,16,623,0.660264,73704,0.467894
French Paisley Cushion Cover,French Paisley Cushion Cover,Product,113,8053,5,0.486285,0.505334,0.000013,0.007971,0.007971,0.00014,0,16,818,0.851995,5296,0.135658
Photo Cube,Photo Cube,Product,774,90423,4,0.57237,0.641277,0.000501,0.040934,0.040934,0.000842,0,16,646,0.534479,159890,0.691588
Love Heart Napkin Box,Love Heart Napkin Box,Product,3,178,5,0.44237,0.458263,0,0.000291,0.000291,0.000058,0,5,102,1,3,0.005031
Set Of 6 Snack Loaf Baking Cases,Set Of 6 Snack Loaf Baking Cases,Product,557,81598,4,0.541225,0.596796,0.00017,0.032288,0.032288,0.000725,0,7,662,0.644085,99734,0.545242
Charlie+Lola My Room Door Sign,Charlie+Lola My Room Door Sign,Product,48,3486,5,0.459288,0.478006,0.000004,0.002095,0.002095,0.0001,0,14,782,0.698582,788,0.036124
Hanging Metal Chicken Decoration,Hanging Metal Chicken Decoration,Product,4,331,5,0.333333,0.340803,0,0.000035,0.000035,0.000066,0,14,843,1,6,0.000669
Jam Jar With Green Lid,Jam Jar With Green Lid,Product,621,79005,4,0.550719,0.610258,0.000167,0.035628,0.035628,0.000709,0,7,632,0.626991,120702,0.601687
Mirrored Wall Art Gents,Mirrored Wall Art Gents,Product,23,1338,5,0.398959,0.420638,0.000001,0.000536,0.000536,0.00009,0,14,457,0.869565,220,0.009466
Pantry Hook Balloon Whisk,Pantry Hook Balloon Whisk,Product,4,385,5,0.389246,0.408966,0.000001,0.000091,0.000091,0.000198,0,7,161,0.5,3,0.001597
Lunch Bag Red Retrospot,Lunch Bag Red Retrospot,Product,1561,473471,4,0.700349,0.795088,0.011608,0.056882,0.056882,0.004346,0,21,620,0.23798,289760,0.969682
Ivory Paper Cup Cake Cases,Ivory Paper Cup Cake Cases,Product,95,9917,5,0.478956,0.498235,0.000005,0.006688,0.006688,0.000138,0,7,507,0.919149,4104,0.113421
Antique Silver T-Light Glass,Antique Silver T-Light Glass,Product,1411,263967,4,0.671131,0.765285,0.009944,0.054113,0.054113,0.002752,0,5,619,0.267166,265388,0.922754
Folkart Zinc Heart Christmas Dec,Folkart Zinc Heart Christmas Dec,Product,515,71014,4,0.539768,0.590496,0.000172,0.029869,0.029869,0.000662,0,5,616,0.645642,85454,0.505154
Small Marshmallows Pink Bowl,Small Marshmallows Pink Bowl,Product,998,118446,4,0.60464,0.685437,0.005174,0.041848,0.041848,0.001421,0,14,847,0.34552,171897,0.712922
Eucalyptus & Pinecone Wreath,Eucalyptus & Pinecone Wreath,Product,39,2571,5,0.46938,0.484101,0,0.002642,0.002642,0.00008,0,16,564,0.952767,706,0.045065
White Wood Garden Plant Ladder,White Wood Garden Plant Ladder,Product,96,6630,5,0.484117,0.50172,0.000001,0.007862,0.007862,0.000112,0,5,324,0.971272,4429,0.133604
Rocking Horse Red Christmas,Rocking Horse Red Christmas,Product,655,76734,4,0.557195,0.618093,0.000277,0.035918,0.035918,0.000712,0,16,659,0.589855,126338,0.606893
Set Of 2 Tea Towels Ping Microwave,Set Of 2 Tea Towels Ping Microwave,Product,45,2590,5,0.471674,0.486403,0,0.003722,0.003722,0.00008,0,14,190,0.986869,977,0.063476
Set/6 Eau De Nil Bird T-Lights,Set/6 Eau De Nil Bird T-Lights,Product,92,6596,5,0.471589,0.492479,0.000034,0.003403,0.003403,0.000156,0,14,457,0.696847,2917,0.05937
Jam Making Set With Jars,Jam Making Set With Jars,Product,1482,275077,4,0.683272,0.7791,0.009973,0.055536,0.055536,0.002767,0,7,845,0.252605,277214,0.945785
Silver Hanging T-Light Holder,Silver Hanging T-Light Holder,Product,277,29523,4,0.507596,0.540547,0.000027,0.017884,0.017884,0.000313,0,5,248,0.791372,30251,0.30249
Seaside Flying Disc,Seaside Flying Disc,Product,94,6498,4,0.482057,0.50016,0.000002,0.006062,0.006062,0.000114,0,14,679,0.837108,3659,0.103189
Feather Pen Light Pink,Feather Pen Light Pink,Product,271,23275,4,0.509382,0.541123,0.00002,0.017621,0.017621,0.000262,0,14,70,0.793549,29032,0.298466
Picture Dominoes,Picture Dominoes,Product,831,97158,4,0.577187,0.650998,0.001031,0.042078,0.042078,0.000919,0,11,666,0.489444,168792,0.711413
Metal Tube Chime On Bamboo,Metal Tube Chime On Bamboo,Product,3,430,5,0.352353,0.364639,0,0.000079,0.000079,0.000062,0,21,552,0.333333,1,0.001361
Set Of 6 Ribbons Perfectly Pretty,Set Of 6 Ribbons Perfectly Pretty,Product,55,3898,5,0.445166,0.467632,0,0.002479,0.002479,0.0001,0,11,597,0.967677,1437,0.042147
Painted Metal Heart With Holly Bell,Painted Metal Heart With Holly Bell,Product,127,15093,5,0.483847,0.505814,0.000038,0.006266,0.006266,0.000216,0,16,564,0.645294,5163,0.106755
Star Wreath Decoration With Bell,Star Wreath Decoration With Bell,Product,348,32210,4,0.515223,0.554522,0.000042,0.021221,0.021221,0.000333,0,16,797,0.765544,46222,0.358484
Plasters In Tin Strongman,Plasters In Tin Strongman,Product,892,156179,4,0.586805,0.663501,0.000944,0.043521,0.043521,0.001369,0,7,329,0.453038,180031,0.736222
Card Party Games,Card Party Games,Product,872,110548,4,0.586277,0.660719,0.001311,0.042642,0.042642,0.00106,0,14,772,0.455587,173012,0.722187
Vintage Jingle Bells Heart,Vintage Jingle Bells Heart,Product,3,210,5,0.355574,0.369327,0,0.000097,0.000097,0.000059,0,16,126,1,3,0.001655
Heart Ivory Trellis Small,Heart Ivory Trellis Small,Product,621,80417,4,0.553879,0.611953,0.000347,0.033544,0.033544,0.00076,0,5,680,0.567783,109304,0.567465
First Class Luggage Tag,First Class Luggage Tag,Product,3,168,6,0.333846,0.341091,0,0.00003,0.00003,0.000063,0,14,735,1,3,0.000553
Pink/Flower Rabbit Egg Warmer,Pink/Flower Rabbit Egg Warmer,Product,1,52,5,0.38659,0.405193,0,0.000086,0.000086,0.000057,0,14,537,0,0,0.001456
Eight Piece Snake Set,Eight Piece Snake Set,Product,5,287,5,0.427353,0.446156,0,0.000363,0.000363,0.000059,0,11,243,1,10,0.00621
Holiday Fun Ludo,Holiday Fun Ludo,Product,175,15688,4,0.48985,0.515989,0.00001,0.011712,0.011712,0.000191,0,11,90,0.841248,12808,0.198076
Gold Mini Tape Measure,Gold Mini Tape Measure,Product,486,40344,4,0.535773,0.584548,0.000133,0.027904,0.027904,0.000428,0,14,408,0.665784,78466,0.472859
Cinderella Chandelier,Cinderella Chandelier,Product,3,284,6,0.295867,0.30355,0,0.000002,0.000002,0.000076,0,17,29,1,3,0.000085
Wooden Picture Frame White Finish,Wooden Picture Frame White Finish,Product,1055,165816,4,0.614333,0.697077,0.005719,0.046287,0.046287,0.00177,0,5,534,0.360404,200379,0.785528
Cosy Slipper Shoes Small Green,Cosy Slipper Shoes Small Green,Product,205,13846,4,0.498184,0.52523,0.000001,0.014598,0.014598,0.000171,0,16,67,0.968101,20243,0.246669
Red Heart Luggage Tag,Red Heart Luggage Tag,Product,74,4613,4,0.48028,0.496195,0,0.005998,0.005998,0.000096,0,14,163,0.989633,2673,0.102071
Ceramic Love Heart Money Bank,Ceramic Love Heart Money Bank,Product,53,4673,5,0.445851,0.467677,0.000029,0.001244,0.001244,0.000148,0,14,345,0.465167,641,0.021965
Candy Spot Cushion Cover,Candy Spot Cushion Cover,Product,250,19880,4,0.505039,0.535687,0.000093,0.011811,0.011811,0.000285,0,14,152,0.643277,20022,0.20319
Bottle Bag Retrospot,Bottle Bag Retrospot,Product,451,43042,4,0.52903,0.576362,0.000951,0.019134,0.019134,0.000575,0,14,169,0.443824,45037,0.328399
Pink Drawer Knob Acrylic Edwardian,Pink Drawer Knob Acrylic Edwardian,Product,390,49658,4,0.522768,0.564595,0.000068,0.023992,0.023992,0.000477,0,5,806,0.732094,55533,0.405758
Calendar Paper Cut Design,Calendar Paper Cut Design,Product,438,45653,4,0.527637,0.573644,0.000064,0.026933,0.026933,0.00043,0,7,506,0.720395,68944,0.454783
Tote Bag I Love London,Tote Bag I Love London,Product,144,13619,4,0.487924,0.510712,0.00001,0.00981,0.00981,0.000171,0,7,416,0.809635,8336,0.166376
Multicolour Rabbit Egg Warmer,Multicolour Rabbit Egg Warmer,Product,23,1407,5,0.464114,0.477993,0.00001,0.001547,0.001547,0.000089,0,14,42,0.881423,223,0.026648
Paper Chain Kit Empire,Paper Chain Kit Empire,Product,434,50837,4,0.524768,0.57147,0.00025,0.023457,0.023457,0.000526,0,7,654,0.603495,56705,0.397182
Oven Mitt Apples Design,Oven Mitt Apples Design,Product,342,32916,4,0.515122,0.553722,0.000098,0.021536,0.021536,0.000336,0,7,21,0.759411,44282,0.364137
Retro Pill Box Revolutionary,Retro Pill Box Revolutionary,Product,6,398,5,0.375992,0.394353,0,0.000218,0.000218,0.000065,0,6,457,0.733333,11,0.0037
Small Hammered Silver Candlepot,Small Hammered Silver Candlepot,Product,5,384,5,0.410911,0.430794,0,0.000311,0.000311,0.000078,0,5,102,0.8,8,0.005301
Baking Mould Chocolate Cupcakes,Baking Mould Chocolate Cupcakes,Product,133,11795,4,0.484927,0.507195,0.000008,0.009113,0.009113,0.000159,0,7,791,0.836751,7345,0.154675
Mint Kitchen Scales,Mint Kitchen Scales,Product,128,10622,5,0.484567,0.506261,0.000015,0.009491,0.009491,0.000149,0,7,771,0.914493,7433,0.160967
Felt Egg Cosy Blue Rabbit,Felt Egg Cosy Blue Rabbit,Product,87,6168,5,0.481167,0.498683,0.000002,0.006591,0.006591,0.000116,0,7,283,0.912056,3412,0.112212
Cream Wall Planter Heart Shaped,Cream Wall Planter Heart Shaped,Product,13,905,5,0.457273,0.471406,0,0.001179,0.001179,0.000065,0,5,282,1,78,0.020217
Tumbler New England,Tumbler New England,Product,103,10334,5,0.479397,0.499578,0.000204,0.00392,0.00392,0.000249,0,14,322,0.484485,2545,0.06778
Frying Pan Blue Polkadot,Frying Pan Blue Polkadot,Product,91,5888,5,0.466607,0.48877,0.000005,0.003295,0.003295,0.000131,0,14,888,0.89475,3664,0.057585
Pack Of 6 Handbag Gift Boxes,Pack Of 6 Handbag Gift Boxes,Product,51,3800,5,0.466023,0.483046,0.000002,0.003129,0.003129,0.000091,0,7,77,0.807843,1030,0.053253
Home Sweet Home Cushion Cover,Home Sweet Home Cushion Cover,Product,85,6671,5,0.478692,0.496668,0.000016,0.005736,0.005736,0.000142,0,16,126,0.840616,3001,0.097449
French Floral Cushion Cover,French Floral Cushion Cover,Product,97,7114,5,0.482771,0.500889,0.000007,0.0065,0.0065,0.00013,0,7,56,0.852412,3887,0.110674
Union Stripe With Fringe Hammock,Union Stripe With Fringe Hammock,Product,81,5979,5,0.479308,0.496412,0.000759,0.006403,0.006403,0.000161,0,21,876,0.928704,3009,0.108799
Felt Farm Animal Hen,Felt Farm Animal Hen,Product,134,11940,5,0.481612,0.505142,0.000044,0.004244,0.004244,0.000216,0,14,308,0.713725,6360,0.074443
Embroidered Ribbon Reel Sally,Embroidered Ribbon Reel Sally,Product,30,4179,5,0.43946,0.459926,0.000017,0.001154,0.001154,0.000133,0,16,610,0.694253,302,0.019758
Pink Heart Shape Photo Frame,Pink Heart Shape Photo Frame,Product,16,2019,5,0.432459,0.451548,0,0.000762,0.000762,0.000087,0,14,436,1,120,0.013047
